Date,channel1,channel2,channel3,channel4,Qfactor1,Qfactor2,Qfactor3,Qfactor4
31/12/2023 18:15,0.007938038,0.003871314,5.87E-05,1.67E-05,7.646652974,8.507722864,11.71258172,12.3587694
31/12/2023 18:30,0.008120669,0.003996909,6.47E-05,1.82E-05,7.616689619,8.472553793,11.65852582,12.31735511
31/12/2023 18:45,0.008224178,0.004058723,6.21E-05,2.08E-05,7.599924349,8.455555692,11.68138497,12.25230561
31/12/2023 19:00,0.008155234,0.004007166,5.84E-05,1.84E-05,7.611073982,8.469719339,11.71541009,12.3120658
31/12/2023 19:15,0.00828413,0.004069565,5.78E-05,1.85E-05,7.590283915,8.452594789,11.72110538,12.30944039
31/12/2023 19:30,0.008433275,0.004138304,6.42E-05,2.05E-05,7.566518556,8.433961948,11.66285836,12.25942814
31/12/2023 19:45,0.008426123,0.00413305,6.92E-05,2.08E-05,7.567651204,8.435377721,11.62080245,12.25230561
31/12/2023 20:00,0.008330446,0.004110367,6.50E-05,1.77E-05,7.582870775,8.441505893,11.65594038,12.33080922
31/12/2023 20:15,0.008377877,0.004108652,6.83E-05,1.64E-05,7.575310072,8.441970281,11.62817131,12.36744968
31/12/2023 20:30,0.008462478,0.004107415,7.65E-05,1.52E-05,7.561900939,8.442305328,11.56395385,12.40365643
31/12/2023 20:45,0.008531173,0.004143936,8.22E-05,1.05E-05,7.551084087,8.432445847,11.52278021,12.57591772
31/12/2023 21:00,0.008695579,0.004194085,0.000109733,2.59E-06,7.525449717,8.419015169,11.35343279,13.17427133
31/12/2023 21:15,0.008713621,0.004200668,9.78E-05,3.37E-06,7.522657964,8.417261287,11.42166844,13.06760452
31/12/2023 21:30,0.008683414,0.004218053,5.25E-05,1.24E-05,7.527334445,8.412639567,11.77380769,12.49927307
31/12/2023 21:45,0.008494302,0.004137056,3.11E-05,1.82E-05,7.556882001,8.434298117,12.05054359,12.31735511
31/12/2023 22:00,0.008561831,0.004126792,2.18E-05,1.98E-05,7.546276942,8.437065838,12.2292081,12.27641615
31/12/2023 22:15,0.008489154,0.004099267,2.01E-05,2.01E-05,7.557692964,8.444514187,12.26907096,12.26907096
31/12/2023 22:30,0.00822428,0.003892612,2.15E-05,1.96E-05,7.599907903,8.501697818,12.23603638,12.28136835
31/12/2023 22:45,0.008631633,0.00417668,2.28E-05,2.04E-05,7.535378291,8.42366249,12.20703688,12.26182299
31/12/2023 23:00,0.008592243,0.004160158,1.90E-05,2.12E-05,7.54152065,8.428087785,12.29650054,12.24295017
31/12/2023 23:15,0.008443788,0.004009951,1.54E-05,2.11E-05,7.564854895,8.468950684,12.39744815,12.24527417
31/12/2023 23:30,0.008406032,0.004019405,1.16E-05,2.11E-05,7.570836704,8.466344454,12.53016138,12.24527417
31/12/2023 23:45,0.008188071,0.003904692,7.95E-06,2.05E-05,7.605755077,8.498291743,12.70129866,12.25942814
01/01/2024 00:00,0.008207998,0.003936911,6.76E-06,2.02E-05,7.602534869,8.489246751,12.77280993,12.2666443
01/01/2024 00:15,0.008263493,0.004025027,6.25E-06,2.02E-05,7.593596667,8.464796841,12.80700388,12.2666443
01/01/2024 00:30,0.008208949,0.003946826,6.14E-06,1.98E-05,7.602381329,8.486474723,12.81470868,12.27641615
01/01/2024 00:45,0.00827623,0.003951753,6.34E-06,2.04E-05,7.591551354,8.485099227,12.80079062,12.26182299
01/01/2024 01:00,0.008306645,0.003993245,6.15E-06,1.99E-05,7.586676517,8.47356767,12.81400311,12.27395678
01/01/2024 01:15,0.008422201,0.004073704,5.95E-06,1.98E-05,7.568272618,8.451466043,12.82831595,12.27641615
01/01/2024 01:30,0.008302097,0.004012296,5.69E-06,1.89E-05,7.587404635,8.468303787,12.8475879,12.29906397
