"Time","recv wwan0"
2024-10-18 21:33:00,0 b/s
2024-10-18 21:33:30,0 b/s
2024-10-18 21:34:00,360 kb/s
2024-10-18 21:34:30,0 b/s
2024-10-18 21:35:00,0 b/s
2024-10-18 21:35:30,298 kb/s
2024-10-18 21:36:00,167 kb/s
2024-10-18 21:36:30,197 kb/s
2024-10-18 21:37:00,162 kb/s
2024-10-18 21:37:30,135 kb/s
2024-10-18 21:38:00,122 kb/s
2024-10-18 21:38:30,97.3 kb/s
2024-10-18 21:39:00,0 b/s
2024-10-18 21:39:30,0 b/s
2024-10-18 21:40:00,0 b/s
2024-10-18 21:40:30,0 b/s
2024-10-18 21:41:00,0 b/s
2024-10-18 21:41:30,232 kb/s
2024-10-18 21:42:00,486 kb/s
2024-10-18 21:42:30,0 b/s
2024-10-18 21:43:00,39.9 kb/s
2024-10-18 21:43:30,41.0 kb/s
2024-10-18 21:44:00,0 b/s
2024-10-18 21:44:30,190 kb/s
2024-10-18 21:45:00,229 kb/s
2024-10-18 21:45:30,0 b/s
2024-10-18 21:46:00,0 b/s
2024-10-18 21:46:30,0 b/s
2024-10-18 21:47:00,0 b/s
2024-10-18 21:47:30,0 b/s
2024-10-18 21:48:00,0 b/s
2024-10-18 21:48:30,53.8 kb/s
2024-10-18 21:49:00,74.8 kb/s
2024-10-18 21:49:30,65.1 kb/s
2024-10-18 21:50:00,0 b/s
2024-10-18 21:50:30,26.6 kb/s
2024-10-18 21:51:00,28.2 kb/s
2024-10-18 21:51:30,55.5 kb/s
2024-10-18 21:52:00,153 kb/s
2024-10-18 21:52:30,97.8 kb/s
2024-10-18 21:53:00,81.9 kb/s
2024-10-18 21:53:30,222 kb/s
2024-10-18 21:54:00,186 kb/s
2024-10-18 21:54:30,164 kb/s
2024-10-18 21:55:00,0 b/s
2024-10-18 21:55:30,0 b/s
2024-10-18 21:56:00,0 b/s
2024-10-18 21:56:30,0 b/s
2024-10-18 21:57:00,0 b/s
2024-10-18 21:57:30,238 kb/s
2024-10-18 21:58:00,210 kb/s
2024-10-18 21:58:30,0 b/s
2024-10-18 21:59:00,0 b/s
2024-10-18 21:59:30,0 b/s
2024-10-18 22:00:00,0 b/s
2024-10-18 22:00:30,0 b/s
2024-10-18 22:01:00,0 b/s
2024-10-18 22:01:30,219 kb/s
2024-10-18 22:02:00,216 kb/s
2024-10-18 22:02:30,252 kb/s
2024-10-18 22:03:00,181 kb/s
2024-10-18 22:03:30,240 kb/s
2024-10-18 22:04:00,228 kb/s
2024-10-18 22:04:30,211 kb/s
2024-10-18 22:05:00,0 b/s
2024-10-18 22:05:30,0 b/s
2024-10-18 22:06:00,0 b/s
2024-10-18 22:06:30,0 b/s
2024-10-18 22:07:00,51.3 kb/s
2024-10-18 22:07:30,49.7 kb/s
2024-10-18 22:08:00,0 b/s
2024-10-18 22:08:30,481 kb/s
2024-10-18 22:09:00,0 b/s
2024-10-18 22:09:30,188 kb/s
2024-10-18 22:10:00,139 kb/s
2024-10-18 22:10:30,0 b/s
2024-10-18 22:11:00,0 b/s
2024-10-18 22:11:30,0 b/s
2024-10-18 22:12:00,253 kb/s
2024-10-18 22:12:30,143 kb/s
2024-10-18 22:13:00,0 b/s
2024-10-18 22:13:30,460 kb/s
2024-10-18 22:14:00,386 kb/s
2024-10-18 22:14:30,0 b/s
2024-10-18 22:15:00,0 b/s
2024-10-18 22:15:30,0 b/s
2024-10-18 22:16:00,0 b/s
2024-10-18 22:16:30,0 b/s
2024-10-18 22:17:00,210 kb/s
2024-10-18 22:17:30,167 kb/s
2024-10-18 22:18:00,300 kb/s
2024-10-18 22:18:30,0 b/s
2024-10-18 22:19:00,226 kb/s
2024-10-18 22:19:30,0 b/s
2024-10-18 22:20:00,0 b/s
2024-10-18 22:20:30,0 b/s
2024-10-18 22:21:00,0 b/s
2024-10-18 22:21:30,0 b/s
2024-10-18 22:22:00,0 b/s
2024-10-18 22:22:30,0 b/s
2024-10-18 22:23:00,0 b/s
2024-10-18 22:23:30,212 kb/s
2024-10-18 22:24:00,162 kb/s
2024-10-18 22:24:30,32.8 kb/s
2024-10-18 22:25:00,481 kb/s
2024-10-18 22:25:30,402 kb/s
2024-10-18 22:26:00,414 kb/s
2024-10-18 22:26:30,341 kb/s
2024-10-18 22:27:00,0 b/s
2024-10-18 22:27:30,0 b/s
2024-10-18 22:28:00,0 b/s
2024-10-18 22:28:30,432 kb/s
2024-10-18 22:29:00,451 kb/s
2024-10-18 22:29:30,500 kb/s
2024-10-18 22:30:00,439 kb/s
2024-10-18 22:30:30,0 b/s
2024-10-18 22:31:00,278 kb/s
2024-10-18 22:31:30,366 kb/s
2024-10-18 22:32:00,0 b/s
2024-10-18 22:32:30,0 b/s
2024-10-18 22:33:00,0 b/s
2024-10-18 22:33:30,0 b/s
2024-10-18 22:34:00,0 b/s
2024-10-18 22:34:30,351 kb/s
2024-10-18 22:35:00,0 b/s
2024-10-18 22:35:30,0 b/s
2024-10-18 22:36:00,165 kb/s
2024-10-18 22:36:30,180 kb/s
2024-10-18 22:37:00,580 kb/s
2024-10-18 22:37:30,450 kb/s
2024-10-18 22:38:00,188 kb/s
2024-10-18 22:38:30,240 kb/s
2024-10-18 22:39:00,0 b/s
2024-10-18 22:39:30,527 kb/s
2024-10-18 22:40:00,422 kb/s
2024-10-18 22:40:30,270 kb/s
2024-10-18 22:41:00,0 b/s
2024-10-18 22:41:30,0 b/s
2024-10-18 22:42:00,0 b/s
2024-10-18 22:42:30,0 b/s
2024-10-18 22:43:00,0 b/s
2024-10-18 22:43:30,0 b/s
2024-10-18 22:44:00,0 b/s
2024-10-18 22:44:30,191 kb/s
2024-10-18 22:45:00,331 kb/s
2024-10-18 22:45:30,324 kb/s
2024-10-18 22:46:00,0 b/s
2024-10-18 22:46:30,0 b/s
2024-10-18 22:47:00,0 b/s
2024-10-18 22:47:30,0 b/s
2024-10-18 22:48:00,89.6 kb/s
2024-10-18 22:48:30,89.6 kb/s
2024-10-18 22:49:00,0 b/s
2024-10-18 22:49:30,0 b/s
2024-10-18 22:50:00,0 b/s
2024-10-18 22:50:30,0 b/s
2024-10-18 22:51:00,0 b/s
2024-10-18 22:51:30,447 kb/s
2024-10-18 22:52:00,0 b/s
2024-10-18 22:52:30,230 kb/s
2024-10-18 22:53:00,116 kb/s
2024-10-18 22:53:30,121 kb/s
2024-10-18 22:54:00,117 kb/s
2024-10-18 22:54:30,0 b/s
2024-10-18 22:55:00,0 b/s
2024-10-18 22:55:30,0 b/s
2024-10-18 22:56:00,0 b/s
2024-10-18 22:56:30,407 kb/s
2024-10-18 22:57:00,291 kb/s
2024-10-18 22:57:30,0 b/s
2024-10-18 22:58:00,0 b/s
2024-10-18 22:58:30,0 b/s
2024-10-18 22:59:00,110 kb/s
2024-10-18 22:59:30,0 b/s
2024-10-18 23:00:00,0 b/s
2024-10-18 23:00:30,248 kb/s
2024-10-18 23:01:00,0 b/s
2024-10-18 23:01:30,484 kb/s
2024-10-18 23:02:00,0 b/s
2024-10-18 23:02:30,13.8 kb/s
2024-10-18 23:03:00,14.8 kb/s
2024-10-18 23:03:30,182 kb/s
2024-10-18 23:04:00,167 kb/s
2024-10-18 23:04:30,258 kb/s
2024-10-18 23:05:00,505 kb/s
2024-10-18 23:05:30,482 kb/s
2024-10-18 23:06:00,387 kb/s
2024-10-18 23:06:30,0 b/s
2024-10-18 23:07:00,224 kb/s
2024-10-18 23:07:30,595 kb/s
2024-10-18 23:08:00,0 b/s
2024-10-18 23:08:30,0 b/s
2024-10-18 23:09:00,224 kb/s
2024-10-18 23:09:30,233 kb/s
2024-10-18 23:10:00,470 kb/s
2024-10-18 23:10:30,0 b/s
2024-10-18 23:11:00,176 kb/s
2024-10-18 23:11:30,224 kb/s
2024-10-18 23:12:00,0 b/s
2024-10-18 23:12:30,0 b/s
2024-10-18 23:13:00,520 kb/s
2024-10-18 23:13:30,295 kb/s
2024-10-18 23:14:00,146 kb/s
2024-10-18 23:14:30,0 b/s
2024-10-18 23:15:00,0 b/s
2024-10-18 23:15:30,320 b/s
2024-10-18 23:16:00,163 kb/s
2024-10-18 23:16:30,181 kb/s
2024-10-18 23:17:00,176 kb/s
2024-10-18 23:17:30,178 kb/s
2024-10-18 23:18:00,112 kb/s
2024-10-18 23:18:30,173 kb/s
2024-10-18 23:19:00,0 b/s
2024-10-18 23:19:30,0 b/s
2024-10-18 23:20:00,0 b/s
2024-10-18 23:20:30,0 b/s
2024-10-18 23:21:00,255 kb/s
2024-10-18 23:21:30,211 kb/s
2024-10-18 23:22:00,175 kb/s
2024-10-18 23:22:30,186 kb/s
2024-10-18 23:23:00,0 b/s
2024-10-18 23:23:30,0 b/s
2024-10-18 23:24:00,0 b/s
2024-10-18 23:24:30,0 b/s
2024-10-18 23:25:00,0 b/s
2024-10-18 23:25:30,0 b/s
2024-10-18 23:26:00,287 kb/s
2024-10-18 23:26:30,331 kb/s
2024-10-18 23:27:00,0 b/s
2024-10-18 23:27:30,161 kb/s
2024-10-18 23:28:00,118 kb/s
2024-10-18 23:28:30,310 kb/s
2024-10-18 23:29:00,312 kb/s
2024-10-18 23:29:30,0 b/s
2024-10-18 23:30:00,534 kb/s
2024-10-18 23:30:30,508 kb/s
2024-10-18 23:31:00,0 b/s
2024-10-18 23:31:30,640 b/s
2024-10-18 23:32:00,0 b/s
2024-10-18 23:32:30,0 b/s
2024-10-18 23:33:00,0 b/s
2024-10-18 23:33:30,266 kb/s
2024-10-18 23:34:00,188 kb/s
2024-10-18 23:34:30,214 kb/s
2024-10-18 23:35:00,158 kb/s
2024-10-18 23:35:30,0 b/s
2024-10-18 23:36:00,288 kb/s
2024-10-18 23:36:30,0 b/s
2024-10-18 23:37:00,38.4 kb/s
2024-10-18 23:37:30,37.4 kb/s
2024-10-18 23:38:00,38.4 kb/s
2024-10-18 23:38:30,167 kb/s
2024-10-18 23:39:00,179 kb/s
2024-10-18 23:39:30,0 b/s
2024-10-18 23:40:00,0 b/s
2024-10-18 23:40:30,0 b/s
2024-10-18 23:41:00,0 b/s
2024-10-18 23:41:30,0 b/s
2024-10-18 23:42:00,214 kb/s
2024-10-18 23:42:30,161 kb/s
2024-10-18 23:43:00,161 kb/s
2024-10-18 23:43:30,142 kb/s
2024-10-18 23:44:00,0 b/s
2024-10-18 23:44:30,0 b/s
2024-10-18 23:45:00,0 b/s
2024-10-18 23:45:30,0 b/s
2024-10-18 23:46:00,295 kb/s
2024-10-18 23:46:30,378 kb/s
2024-10-18 23:47:00,0 b/s
2024-10-18 23:47:30,0 b/s
2024-10-18 23:48:00,0 b/s
2024-10-18 23:48:30,0 b/s
2024-10-18 23:49:00,444 kb/s
2024-10-18 23:49:30,0 b/s
2024-10-18 23:50:00,0 b/s
2024-10-18 23:50:30,0 b/s
2024-10-18 23:51:00,0 b/s
2024-10-18 23:51:30,0 b/s
2024-10-18 23:52:00,159 kb/s
2024-10-18 23:52:30,143 kb/s
2024-10-18 23:53:00,1.12 kb/s
2024-10-18 23:53:30,0 b/s
2024-10-18 23:54:00,1.73 kb/s
2024-10-18 23:54:30,235 kb/s
2024-10-18 23:55:00,242 kb/s
2024-10-18 23:55:30,240 kb/s
2024-10-18 23:56:00,504 kb/s
2024-10-18 23:56:30,392 kb/s
2024-10-18 23:57:00,333 kb/s
2024-10-18 23:57:30,152 kb/s
2024-10-18 23:58:00,0 b/s
2024-10-18 23:58:30,1.70 kb/s
2024-10-18 23:59:00,0 b/s
2024-10-18 23:59:30,394 kb/s
2024-10-19 00:00:00,248 kb/s
2024-10-19 00:00:30,0 b/s
2024-10-19 00:01:00,0 b/s
2024-10-19 00:01:30,0 b/s
2024-10-19 00:02:00,0 b/s
2024-10-19 00:02:30,211 kb/s
2024-10-19 00:03:00,145 kb/s
2024-10-19 00:03:30,394 kb/s
2024-10-19 00:04:00,0 b/s
2024-10-19 00:04:30,244 kb/s
2024-10-19 00:05:00,259 kb/s
2024-10-19 00:05:30,533 kb/s
2024-10-19 00:06:00,0 b/s
2024-10-19 00:06:30,0 b/s
2024-10-19 00:07:00,0 b/s
2024-10-19 00:07:30,0 b/s
2024-10-19 00:08:00,0 b/s
2024-10-19 00:08:30,0 b/s
2024-10-19 00:09:00,0 b/s
2024-10-19 00:09:30,0 b/s
2024-10-19 00:10:00,0 b/s
2024-10-19 00:10:30,0 b/s
2024-10-19 00:11:00,0 b/s
2024-10-19 00:11:30,0 b/s
2024-10-19 00:12:00,0 b/s
2024-10-19 00:12:30,0 b/s
2024-10-19 00:13:00,0 b/s
2024-10-19 00:13:30,0 b/s
2024-10-19 00:14:00,146 kb/s
2024-10-19 00:14:30,1.92 kb/s
2024-10-19 00:15:00,0 b/s
2024-10-19 00:15:30,475 kb/s
2024-10-19 00:16:00,409 kb/s
2024-10-19 00:16:30,402 kb/s
2024-10-19 00:17:00,454 kb/s
2024-10-19 00:17:30,195 kb/s
2024-10-19 00:18:00,76.7 kb/s
2024-10-19 00:18:30,85.0 kb/s
2024-10-19 00:19:00,87.5 kb/s
2024-10-19 00:19:30,0 b/s
2024-10-19 00:20:00,0 b/s
2024-10-19 00:20:30,0 b/s
2024-10-19 00:21:00,0 b/s
2024-10-19 00:21:30,0 b/s
2024-10-19 00:22:00,201 kb/s
2024-10-19 00:22:30,0 b/s
2024-10-19 00:23:00,0 b/s
2024-10-19 00:23:30,0 b/s
2024-10-19 00:24:00,0 b/s
2024-10-19 00:24:30,198 kb/s
2024-10-19 00:25:00,290 kb/s
2024-10-19 00:25:30,237 kb/s
2024-10-19 00:26:00,105 kb/s
2024-10-19 00:26:30,254 kb/s
2024-10-19 00:27:00,0 b/s
2024-10-19 00:27:30,411 kb/s
2024-10-19 00:28:00,171 kb/s
2024-10-19 00:28:30,175 kb/s
2024-10-19 00:29:00,0 b/s
2024-10-19 00:29:30,180 kb/s
2024-10-19 00:30:00,123 kb/s
2024-10-19 00:30:30,146 kb/s
2024-10-19 00:31:00,0 b/s
2024-10-19 00:31:30,447 kb/s
2024-10-19 00:32:00,332 kb/s
2024-10-19 00:32:30,294 kb/s
2024-10-19 00:33:00,0 b/s
2024-10-19 00:33:30,0 b/s
2024-10-19 00:34:00,0 b/s
2024-10-19 00:34:30,0 b/s
2024-10-19 00:35:00,0 b/s
2024-10-19 00:35:30,0 b/s
2024-10-19 00:36:00,236 kb/s
2024-10-19 00:36:30,0 b/s
2024-10-19 00:37:00,0 b/s
2024-10-19 00:37:30,0 b/s
2024-10-19 00:38:00,0 b/s
2024-10-19 00:38:30,0 b/s
2024-10-19 00:39:00,365 kb/s
2024-10-19 00:39:30,137 kb/s
2024-10-19 00:40:00,0 b/s
2024-10-19 00:40:30,0 b/s
2024-10-19 00:41:00,0 b/s
2024-10-19 00:41:30,0 b/s
2024-10-19 00:42:00,0 b/s
2024-10-19 00:42:30,0 b/s
2024-10-19 00:43:00,0 b/s
2024-10-19 00:43:30,0 b/s
2024-10-19 00:44:00,0 b/s
2024-10-19 00:44:30,48.2 kb/s
2024-10-19 00:45:00,39.9 kb/s
2024-10-19 00:45:30,53.2 kb/s
2024-10-19 00:46:00,319 kb/s
2024-10-19 00:46:30,111 kb/s
2024-10-19 00:47:00,458 kb/s
2024-10-19 00:47:30,264 kb/s
2024-10-19 00:48:00,0 b/s
2024-10-19 00:48:30,340 kb/s
2024-10-19 00:49:00,339 kb/s
2024-10-19 00:49:30,246 kb/s
2024-10-19 00:50:00,0 b/s
2024-10-19 00:50:30,0 b/s
2024-10-19 00:51:00,0 b/s
2024-10-19 00:51:30,0 b/s
2024-10-19 00:52:00,0 b/s
2024-10-19 00:52:30,0 b/s
2024-10-19 00:53:00,0 b/s
2024-10-19 00:53:30,131 kb/s
2024-10-19 00:54:00,144 kb/s
2024-10-19 00:54:30,121 kb/s
2024-10-19 00:55:00,105 kb/s
2024-10-19 00:55:30,0 b/s
2024-10-19 00:56:00,2.43 kb/s
2024-10-19 00:56:30,0 b/s
2024-10-19 00:57:00,0 b/s
2024-10-19 00:57:30,0 b/s
2024-10-19 00:58:00,0 b/s
2024-10-19 00:58:30,0 b/s
2024-10-19 00:59:00,0 b/s
2024-10-19 00:59:30,176 kb/s
2024-10-19 01:00:00,142 kb/s
2024-10-19 01:00:30,120 kb/s
2024-10-19 01:01:00,165 kb/s
2024-10-19 01:01:30,0 b/s
2024-10-19 01:02:00,0 b/s
2024-10-19 01:02:30,0 b/s
2024-10-19 01:03:00,0 b/s
2024-10-19 01:03:30,0 b/s
2024-10-19 01:04:00,0 b/s
2024-10-19 01:04:30,0 b/s
2024-10-19 01:05:00,0 b/s
2024-10-19 01:05:30,0 b/s
2024-10-19 01:06:00,0 b/s
2024-10-19 01:06:30,290 kb/s
2024-10-19 01:07:00,0 b/s
2024-10-19 01:07:30,411 kb/s
2024-10-19 01:08:00,0 b/s
2024-10-19 01:08:30,0 b/s
2024-10-19 01:09:00,0 b/s
2024-10-19 01:09:30,0 b/s
2024-10-19 01:10:00,3.46 kb/s
2024-10-19 01:10:30,538 kb/s
2024-10-19 01:11:00,0 b/s
2024-10-19 01:11:30,0 b/s
2024-10-19 01:12:00,0 b/s
2024-10-19 01:12:30,0 b/s
2024-10-19 01:13:00,147 kb/s
2024-10-19 01:13:30,138 kb/s
2024-10-19 01:14:00,156 kb/s
2024-10-19 01:14:30,120 kb/s
2024-10-19 01:15:00,0 b/s
2024-10-19 01:15:30,367 kb/s
2024-10-19 01:16:00,404 kb/s
2024-10-19 01:16:30,329 kb/s
2024-10-19 01:17:00,0 b/s
2024-10-19 01:17:30,0 b/s
2024-10-19 01:18:00,0 b/s
2024-10-19 01:18:30,0 b/s
2024-10-19 01:19:00,0 b/s
2024-10-19 01:19:30,0 b/s
2024-10-19 01:20:00,0 b/s
2024-10-19 01:20:30,320 b/s
2024-10-19 01:21:00,0 b/s
2024-10-19 01:21:30,0 b/s
2024-10-19 01:22:00,0 b/s
2024-10-19 01:22:30,0 b/s
2024-10-19 01:23:00,0 b/s
2024-10-19 01:23:30,0 b/s
2024-10-19 01:24:00,0 b/s
2024-10-19 01:24:30,0 b/s
2024-10-19 01:25:00,0 b/s
2024-10-19 01:25:30,478 kb/s
2024-10-19 01:26:00,371 kb/s
2024-10-19 01:26:30,450 kb/s
2024-10-19 01:27:00,366 kb/s
2024-10-19 01:27:30,0 b/s
2024-10-19 01:28:00,320 b/s
2024-10-19 01:28:30,0 b/s
2024-10-19 01:29:00,0 b/s
2024-10-19 01:29:30,0 b/s
2024-10-19 01:30:00,359 kb/s
2024-10-19 01:30:30,0 b/s
2024-10-19 01:31:00,0 b/s
2024-10-19 01:31:30,0 b/s
2024-10-19 01:32:00,0 b/s
2024-10-19 01:32:30,0 b/s
2024-10-19 01:33:00,289 kb/s
2024-10-19 01:33:30,277 kb/s
2024-10-19 01:34:00,247 kb/s
2024-10-19 01:34:30,0 b/s
2024-10-19 01:35:00,0 b/s
2024-10-19 01:35:30,0 b/s
2024-10-19 01:36:00,0 b/s
2024-10-19 01:36:30,0 b/s
2024-10-19 01:37:00,0 b/s
2024-10-19 01:37:30,0 b/s
2024-10-19 01:38:00,0 b/s
2024-10-19 01:38:30,0 b/s
2024-10-19 01:39:00,0 b/s
2024-10-19 01:39:30,0 b/s
2024-10-19 01:40:00,0 b/s
2024-10-19 01:40:30,0 b/s
2024-10-19 01:41:00,0 b/s
2024-10-19 01:41:30,0 b/s
2024-10-19 01:42:00,0 b/s
2024-10-19 01:42:30,0 b/s
2024-10-19 01:43:00,0 b/s
2024-10-19 01:43:30,0 b/s
2024-10-19 01:44:00,67.1 kb/s
2024-10-19 01:44:30,76.7 kb/s
2024-10-19 01:45:00,64 kb/s
2024-10-19 01:45:30,76.9 kb/s
2024-10-19 01:46:00,0 b/s
2024-10-19 01:46:30,0 b/s
2024-10-19 01:47:00,0 b/s
2024-10-19 01:47:30,0 b/s
2024-10-19 01:48:00,0 b/s
2024-10-19 01:48:30,0 b/s
2024-10-19 01:49:00,0 b/s
2024-10-19 01:49:30,0 b/s
2024-10-19 01:50:00,528 kb/s
2024-10-19 01:50:30,428 kb/s
2024-10-19 01:51:00,299 kb/s
2024-10-19 01:51:30,315 kb/s
2024-10-19 01:52:00,254 kb/s
2024-10-19 01:52:30,239 kb/s
2024-10-19 01:53:00,237 kb/s
2024-10-19 01:53:30,0 b/s
2024-10-19 01:54:00,0 b/s
2024-10-19 01:54:30,166 kb/s
2024-10-19 01:55:00,160 kb/s
2024-10-19 01:55:30,419 kb/s
2024-10-19 01:56:00,0 b/s
2024-10-19 01:56:30,0 b/s
2024-10-19 01:57:00,306 kb/s
2024-10-19 01:57:30,363 kb/s
2024-10-19 01:58:00,321 kb/s
2024-10-19 01:58:30,0 b/s
2024-10-19 01:59:00,320 kb/s
2024-10-19 01:59:30,336 kb/s
2024-10-19 02:00:00,473 kb/s
2024-10-19 02:00:30,292 kb/s
2024-10-19 02:01:00,105 kb/s
2024-10-19 02:01:30,79.8 kb/s
2024-10-19 02:02:00,0 b/s
2024-10-19 02:02:30,0 b/s
2024-10-19 02:03:00,1.25 kb/s
2024-10-19 02:03:30,0 b/s
2024-10-19 02:04:00,640 b/s
2024-10-19 02:04:30,0 b/s
2024-10-19 02:05:00,219 kb/s
2024-10-19 02:05:30,524 kb/s
2024-10-19 02:06:00,0 b/s
2024-10-19 02:06:30,0 b/s
2024-10-19 02:07:00,0 b/s
2024-10-19 02:07:30,0 b/s
2024-10-19 02:08:00,0 b/s
2024-10-19 02:08:30,0 b/s
2024-10-19 02:09:00,0 b/s
2024-10-19 02:09:30,0 b/s
2024-10-19 02:10:00,98.3 kb/s
2024-10-19 02:10:30,82.9 kb/s
2024-10-19 02:11:00,0 b/s
2024-10-19 02:11:30,383 kb/s
2024-10-19 02:12:00,330 kb/s
2024-10-19 02:12:30,0 b/s
2024-10-19 02:13:00,0 b/s
2024-10-19 02:13:30,0 b/s
2024-10-19 02:14:00,269 kb/s
2024-10-19 02:14:30,0 b/s
2024-10-19 02:15:00,0 b/s
2024-10-19 02:15:30,0 b/s
2024-10-19 02:16:00,0 b/s
2024-10-19 02:16:30,0 b/s
2024-10-19 02:17:00,148 kb/s
